table,row_hint,field,issue,generated_in_mode
order_items,order_id~21173,unit_price_at_sale,negative line price,initial
order_items,order_id~21179,unit_price_at_sale,negative line price,initial
order_items,order_id~21200,unit_price_at_sale,negative line price,initial
order_items,order_id~21208,unit_price_at_sale,negative line price,initial
order_items,order_id~21263,unit_price_at_sale,negative line price,initial
order_items,order_id~21339,unit_price_at_sale,negative line price,initial
order_items,order_id~21453,unit_price_at_sale,negative line price,initial
order_items,order_id~21471,unit_price_at_sale,negative line price,initial
order_items,order_id~21477,unit_price_at_sale,negative line price,initial
order_items,order_id~21492,unit_price_at_sale,negative line price,initial
order_items,order_id~21576,unit_price_at_sale,negative line price,initial
order_items,order_id~21640,unit_price_at_sale,negative line price,initial
order_items,order_id~21689,unit_price_at_sale,negative line price,initial
order_items,order_id~21707,unit_price_at_sale,negative line price,initial
order_items,order_id~21742,unit_price_at_sale,negative line price,initial
order_items,order_id~21768,unit_price_at_sale,negative line price,initial
order_items,order_id~21825,unit_price_at_sale,negative line price,initial
order_items,order_id~21850,unit_price_at_sale,negative line price,initial
order_items,order_id~21900,unit_price_at_sale,negative line price,initial
order_items,order_id~21995,unit_price_at_sale,negative line price,initial
order_items,order_id~22070,unit_price_at_sale,negative line price,initial
order_items,order_id~22099,unit_price_at_sale,negative line price,initial
order_items,order_id~22163,unit_price_at_sale,negative line price,initial
order_items,order_id~22215,unit_price_at_sale,negative line price,initial
order_items,order_id~22224,unit_price_at_sale,negative line price,initial
order_items,order_id~22382,unit_price_at_sale,negative line price,initial
order_items,order_id~22486,unit_price_at_sale,negative line price,initial
order_items,order_id~22528,unit_price_at_sale,negative line price,initial
order_items,order_id~22598,unit_price_at_sale,negative line price,initial
order_items,order_id~22712,unit_price_at_sale,negative line price,initial
order_items,order_id~22744,unit_price_at_sale,negative line price,initial
order_items,order_id~22854,unit_price_at_sale,negative line price,initial
order_items,order_id~22990,unit_price_at_sale,negative line price,initial
order_items,order_id~23051,unit_price_at_sale,negative line price,initial
order_items,order_id~23074,unit_price_at_sale,negative line price,initial
order_items,order_id~23104,unit_price_at_sale,negative line price,initial
order_items,order_id~23201,unit_price_at_sale,negative line price,initial
order_items,order_id~23351,unit_price_at_sale,negative line price,initial
order_items,order_id~23604,unit_price_at_sale,negative line price,initial
order_items,order_id~23628,unit_price_at_sale,negative line price,initial
order_items,order_id~23730,unit_price_at_sale,negative line price,initial
order_items,order_id~23759,unit_price_at_sale,negative line price,initial
order_items,order_id~23902,unit_price_at_sale,negative line price,initial
order_items,order_id~23907,unit_price_at_sale,negative line price,initial
order_items,order_id~23977,unit_price_at_sale,negative line price,initial
order_items,order_id~24197,unit_price_at_sale,negative line price,initial
order_items,order_id~24278,unit_price_at_sale,negative line price,initial
order_items,order_id~24362,unit_price_at_sale,negative line price,initial
order_items,order_id~24384,unit_price_at_sale,negative line price,initial
order_items,order_id~24694,unit_price_at_sale,negative line price,initial
order_items,order_id~24803,unit_price_at_sale,negative line price,initial
order_items,order_id~24892,unit_price_at_sale,negative line price,initial
order_items,order_id~24953,unit_price_at_sale,negative line price,initial
order_items,order_id~25054,unit_price_at_sale,negative line price,initial
order_items,order_id~25061,unit_price_at_sale,negative line price,initial
order_items,order_id~25078,unit_price_at_sale,negative line price,initial
order_items,order_id~25106,unit_price_at_sale,negative line price,initial
order_items,order_id~25259,unit_price_at_sale,negative line price,initial
order_items,order_id~25270,unit_price_at_sale,negative line price,initial
order_items,order_id~25429,unit_price_at_sale,negative line price,initial
order_items,order_id~25459,unit_price_at_sale,negative line price,initial
order_items,order_id~25827,unit_price_at_sale,negative line price,initial
order_items,order_id~25863,unit_price_at_sale,negative line price,initial
order_items,order_id~26033,unit_price_at_sale,negative line price,initial
order_items,order_id~26202,unit_price_at_sale,negative line price,initial
order_items,order_id~26242,unit_price_at_sale,negative line price,initial
order_items,order_id~26336,unit_price_at_sale,negative line price,initial
order_items,order_id~26372,unit_price_at_sale,negative line price,initial
order_items,order_id~26838,unit_price_at_sale,negative line price,initial
order_items,order_id~27004,unit_price_at_sale,negative line price,initial
order_items,order_id~27011,unit_price_at_sale,negative line price,initial
order_items,order_id~27049,unit_price_at_sale,negative line price,initial
order_items,order_id~27080,unit_price_at_sale,negative line price,initial
order_items,order_id~27080,unit_price_at_sale,negative line price,initial
order_items,order_id~27144,unit_price_at_sale,negative line price,initial
order_items,order_id~27204,unit_price_at_sale,negative line price,initial
order_items,order_id~27216,unit_price_at_sale,negative line price,initial
order_items,order_id~27302,unit_price_at_sale,negative line price,initial
order_items,order_id~27419,unit_price_at_sale,negative line price,initial
order_items,order_id~27448,unit_price_at_sale,negative line price,initial
order_items,order_id~27587,unit_price_at_sale,negative line price,initial
order_items,order_id~27724,unit_price_at_sale,negative line price,initial
order_items,order_id~27989,unit_price_at_sale,negative line price,initial
order_items,order_id~28135,unit_price_at_sale,negative line price,initial
order_items,order_id~28185,unit_price_at_sale,negative line price,initial
order_items,order_id~28464,unit_price_at_sale,negative line price,initial
order_items,order_id~28506,unit_price_at_sale,negative line price,initial
order_items,order_id~28537,unit_price_at_sale,negative line price,initial
order_items,order_id~28883,unit_price_at_sale,negative line price,initial
order_items,order_id~28893,unit_price_at_sale,negative line price,initial
order_items,order_id~28977,unit_price_at_sale,negative line price,initial
order_items,order_id~29038,unit_price_at_sale,negative line price,initial
order_items,order_id~29064,unit_price_at_sale,negative line price,initial
order_items,order_id~29112,unit_price_at_sale,negative line price,initial
order_items,order_id~29182,unit_price_at_sale,negative line price,initial
order_items,order_id~29299,unit_price_at_sale,negative line price,initial
order_items,order_id~29529,unit_price_at_sale,negative line price,initial
order_items,order_id~29568,unit_price_at_sale,negative line price,initial
order_items,order_id~29577,unit_price_at_sale,negative line price,initial
order_items,order_id~29625,unit_price_at_sale,negative line price,initial
order_items,order_id~29644,unit_price_at_sale,negative line price,initial
order_items,order_id~29729,unit_price_at_sale,negative line price,initial
order_items,order_id~29849,unit_price_at_sale,negative line price,initial
order_items,order_id~29922,unit_price_at_sale,negative line price,initial
order_items,order_id~29943,unit_price_at_sale,negative line price,initial
order_items,order_id~30160,unit_price_at_sale,negative line price,initial
order_items,order_id~30231,unit_price_at_sale,negative line price,initial
order_items,order_id~30747,unit_price_at_sale,negative line price,initial
order_items,order_id~30878,unit_price_at_sale,negative line price,initial
order_items,order_id~31245,unit_price_at_sale,negative line price,initial
order_items,order_id~31279,unit_price_at_sale,negative line price,initial
order_items,order_id~31338,unit_price_at_sale,negative line price,initial
order_items,order_id~31450,unit_price_at_sale,negative line price,initial
order_items,order_id~31558,unit_price_at_sale,negative line price,initial
order_items,order_id~31595,unit_price_at_sale,negative line price,initial
order_items,order_id~31821,unit_price_at_sale,negative line price,initial
order_items,order_id~31833,unit_price_at_sale,negative line price,initial
order_items,order_id~31866,unit_price_at_sale,negative line price,initial
order_items,order_id~32008,unit_price_at_sale,negative line price,initial
order_items,order_id~32041,unit_price_at_sale,negative line price,initial
order_items,order_id~32070,unit_price_at_sale,negative line price,initial
order_items,order_id~32133,unit_price_at_sale,negative line price,initial
order_items,order_id~32343,unit_price_at_sale,negative line price,initial
order_items,order_id~32394,unit_price_at_sale,negative line price,initial
order_items,order_id~32817,unit_price_at_sale,negative line price,initial
order_items,order_id~32841,unit_price_at_sale,negative line price,initial
order_items,order_id~32870,unit_price_at_sale,negative line price,initial
order_items,order_id~33067,unit_price_at_sale,negative line price,initial
order_items,order_id~33068,unit_price_at_sale,negative line price,initial
order_items,order_id~33092,unit_price_at_sale,negative line price,initial
order_items,order_id~33285,unit_price_at_sale,negative line price,initial
order_items,order_id~33301,unit_price_at_sale,negative line price,initial
order_items,order_id~33328,unit_price_at_sale,negative line price,initial
order_items,order_id~33365,unit_price_at_sale,negative line price,initial
order_items,order_id~33498,unit_price_at_sale,negative line price,initial
order_items,order_id~33516,unit_price_at_sale,negative line price,initial
order_items,order_id~33594,unit_price_at_sale,negative line price,initial
order_items,order_id~33967,unit_price_at_sale,negative line price,initial
order_items,order_id~34189,unit_price_at_sale,negative line price,initial
order_items,order_id~34271,unit_price_at_sale,negative line price,initial
order_items,order_id~34314,unit_price_at_sale,negative line price,initial
order_items,order_id~34335,unit_price_at_sale,negative line price,initial
order_items,order_id~34606,unit_price_at_sale,negative line price,initial
order_items,order_id~34670,unit_price_at_sale,negative line price,initial
order_items,order_id~34878,unit_price_at_sale,negative line price,initial
order_items,order_id~35074,unit_price_at_sale,negative line price,initial
order_items,order_id~35161,unit_price_at_sale,negative line price,initial
order_items,order_id~35246,unit_price_at_sale,negative line price,initial
order_items,order_id~35259,unit_price_at_sale,negative line price,initial
order_items,order_id~35338,unit_price_at_sale,negative line price,initial
order_items,order_id~35412,unit_price_at_sale,negative line price,initial
order_items,order_id~35448,unit_price_at_sale,negative line price,initial
order_items,order_id~35473,unit_price_at_sale,negative line price,initial
order_items,order_id~35676,unit_price_at_sale,negative line price,initial
order_items,order_id~35725,unit_price_at_sale,negative line price,initial
order_items,order_id~35800,unit_price_at_sale,negative line price,initial
order_items,order_id~35841,unit_price_at_sale,negative line price,initial
order_items,order_id~36012,unit_price_at_sale,negative line price,initial
order_items,order_id~36528,unit_price_at_sale,negative line price,initial
order_items,order_id~36692,unit_price_at_sale,negative line price,initial
order_items,order_id~36702,unit_price_at_sale,negative line price,initial
order_items,order_id~36943,unit_price_at_sale,negative line price,initial
order_items,order_id~36963,unit_price_at_sale,negative line price,initial
order_items,order_id~37105,unit_price_at_sale,negative line price,initial
order_items,order_id~37160,unit_price_at_sale,negative line price,initial
order_items,order_id~37221,unit_price_at_sale,negative line price,initial
order_items,order_id~37360,unit_price_at_sale,negative line price,initial
order_items,order_id~37447,unit_price_at_sale,negative line price,initial
order_items,order_id~37451,unit_price_at_sale,negative line price,initial
order_items,order_id~37654,unit_price_at_sale,negative line price,initial
order_items,order_id~37973,unit_price_at_sale,negative line price,initial
order_items,order_id~38046,unit_price_at_sale,negative line price,initial
order_items,order_id~38165,unit_price_at_sale,negative line price,initial
order_items,order_id~38418,unit_price_at_sale,negative line price,initial
order_items,order_id~38640,unit_price_at_sale,negative line price,initial
order_items,order_id~38702,unit_price_at_sale,negative line price,initial
order_items,order_id~38745,unit_price_at_sale,negative line price,initial
order_items,order_id~38900,unit_price_at_sale,negative line price,initial
order_items,order_id~38925,unit_price_at_sale,negative line price,initial
order_items,order_id~38935,unit_price_at_sale,negative line price,initial
order_items,order_id~39031,unit_price_at_sale,negative line price,initial
order_items,order_id~39058,unit_price_at_sale,negative line price,initial
order_items,order_id~39132,unit_price_at_sale,negative line price,initial
order_items,order_id~39138,unit_price_at_sale,negative line price,initial
order_items,order_id~39462,unit_price_at_sale,negative line price,initial
order_items,order_id~39549,unit_price_at_sale,negative line price,initial
order_items,order_id~39566,unit_price_at_sale,negative line price,initial
order_items,order_id~39736,unit_price_at_sale,negative line price,initial
order_items,order_id~39780,unit_price_at_sale,negative line price,initial
order_items,order_id~39895,unit_price_at_sale,negative line price,initial
order_items,order_id~40124,unit_price_at_sale,negative line price,initial
order_items,order_id~40127,unit_price_at_sale,negative line price,initial
order_items,order_id~40166,unit_price_at_sale,negative line price,initial
order_items,order_id~40314,unit_price_at_sale,negative line price,initial
order_items,order_id~40358,unit_price_at_sale,negative line price,initial
order_items,order_id~40371,unit_price_at_sale,negative line price,initial
order_items,order_id~40581,unit_price_at_sale,negative line price,initial
order_items,order_id~40607,unit_price_at_sale,negative line price,initial
order_items,order_id~40633,unit_price_at_sale,negative line price,initial
order_items,order_id~40869,unit_price_at_sale,negative line price,initial
order_items,order_id~40996,unit_price_at_sale,negative line price,initial
order_items,order_id~41100,unit_price_at_sale,negative line price,initial
order_items,order_id~41105,unit_price_at_sale,negative line price,initial
order_items,order_id~41125,unit_price_at_sale,negative line price,initial
order_items,order_id~41187,unit_price_at_sale,negative line price,initial
order_items,order_id~41232,unit_price_at_sale,negative line price,initial
order_items,order_id~41339,unit_price_at_sale,negative line price,initial
order_items,order_id~41445,unit_price_at_sale,negative line price,initial
order_items,order_id~41508,unit_price_at_sale,negative line price,initial
order_items,order_id~41640,unit_price_at_sale,negative line price,initial
order_items,order_id~41672,unit_price_at_sale,negative line price,initial
order_items,order_id~41789,unit_price_at_sale,negative line price,initial
order_items,order_id~41974,unit_price_at_sale,negative line price,initial
order_items,order_id~42019,unit_price_at_sale,negative line price,initial
order_items,order_id~42265,unit_price_at_sale,negative line price,initial
order_items,order_id~42270,unit_price_at_sale,negative line price,initial
order_items,order_id~42281,unit_price_at_sale,negative line price,initial
order_items,order_id~42318,unit_price_at_sale,negative line price,initial
order_items,order_id~42341,unit_price_at_sale,negative line price,initial
order_items,order_id~42386,unit_price_at_sale,negative line price,initial
order_items,order_id~42390,unit_price_at_sale,negative line price,initial
order_items,order_id~42395,unit_price_at_sale,negative line price,initial
order_items,order_id~42546,unit_price_at_sale,negative line price,initial
order_items,order_id~42740,unit_price_at_sale,negative line price,initial
order_items,order_id~42885,unit_price_at_sale,negative line price,initial
order_items,order_id~42980,unit_price_at_sale,negative line price,initial
order_items,order_id~43089,unit_price_at_sale,negative line price,initial
order_items,order_id~43182,unit_price_at_sale,negative line price,initial
order_items,order_id~43271,unit_price_at_sale,negative line price,initial
order_items,order_id~43284,unit_price_at_sale,negative line price,initial
order_items,order_id~43297,unit_price_at_sale,negative line price,initial
order_items,order_id~43339,unit_price_at_sale,negative line price,initial
order_items,order_id~43355,unit_price_at_sale,negative line price,initial
order_items,order_id~43484,unit_price_at_sale,negative line price,initial
order_items,order_id~43541,unit_price_at_sale,negative line price,initial
order_items,order_id~43651,unit_price_at_sale,negative line price,initial
order_items,order_id~43755,unit_price_at_sale,negative line price,initial
order_items,order_id~43772,unit_price_at_sale,negative line price,initial
order_items,order_id~43800,unit_price_at_sale,negative line price,initial
order_items,order_id~43850,unit_price_at_sale,negative line price,initial
order_items,order_id~43989,unit_price_at_sale,negative line price,initial
order_items,order_id~43992,unit_price_at_sale,negative line price,initial
order_items,order_id~44035,unit_price_at_sale,negative line price,initial
order_items,order_id~44246,unit_price_at_sale,negative line price,initial
order_items,order_id~44401,unit_price_at_sale,negative line price,initial
order_items,order_id~44624,unit_price_at_sale,negative line price,initial
order_items,order_id~44866,unit_price_at_sale,negative line price,initial
order_items,order_id~45087,unit_price_at_sale,negative line price,initial
order_items,order_id~45385,unit_price_at_sale,negative line price,initial
order_items,order_id~45394,unit_price_at_sale,negative line price,initial
order_items,order_id~45440,unit_price_at_sale,negative line price,initial
order_items,order_id~45460,unit_price_at_sale,negative line price,initial
order_items,order_id~45525,unit_price_at_sale,negative line price,initial
order_items,order_id~45704,unit_price_at_sale,negative line price,initial
order_items,order_id~45713,unit_price_at_sale,negative line price,initial
order_items,order_id~45719,unit_price_at_sale,negative line price,initial
order_items,order_id~45734,unit_price_at_sale,negative line price,initial
order_items,order_id~45745,unit_price_at_sale,negative line price,initial
order_items,order_id~45861,unit_price_at_sale,negative line price,initial
order_items,order_id~45875,unit_price_at_sale,negative line price,initial
order_items,order_id~45899,unit_price_at_sale,negative line price,initial
order_items,order_id~46097,unit_price_at_sale,negative line price,initial
order_items,order_id~46162,unit_price_at_sale,negative line price,initial
order_items,order_id~46213,unit_price_at_sale,negative line price,initial
order_items,order_id~46231,unit_price_at_sale,negative line price,initial
order_items,order_id~46384,unit_price_at_sale,negative line price,initial
order_items,order_id~46476,unit_price_at_sale,negative line price,initial
order_items,order_id~46746,unit_price_at_sale,negative line price,initial
order_items,order_id~46899,unit_price_at_sale,negative line price,initial
order_items,order_id~47115,unit_price_at_sale,negative line price,initial
order_items,order_id~47144,unit_price_at_sale,negative line price,initial
order_items,order_id~47146,unit_price_at_sale,negative line price,initial
order_items,order_id~47177,unit_price_at_sale,negative line price,initial
order_items,order_id~47194,unit_price_at_sale,negative line price,initial
order_items,order_id~47208,unit_price_at_sale,negative line price,initial
order_items,order_id~47348,unit_price_at_sale,negative line price,initial
order_items,order_id~47475,unit_price_at_sale,negative line price,initial
order_items,order_id~47569,unit_price_at_sale,negative line price,initial
order_items,order_id~47604,unit_price_at_sale,negative line price,initial
order_items,order_id~47643,unit_price_at_sale,negative line price,initial
order_items,order_id~47684,unit_price_at_sale,negative line price,initial
order_items,order_id~47739,unit_price_at_sale,negative line price,initial
order_items,order_id~47742,unit_price_at_sale,negative line price,initial
order_items,order_id~47811,unit_price_at_sale,negative line price,initial
order_items,order_id~47836,unit_price_at_sale,negative line price,initial
order_items,order_id~47836,unit_price_at_sale,negative line price,initial
order_items,order_id~47988,unit_price_at_sale,negative line price,initial
order_items,order_id~48028,unit_price_at_sale,negative line price,initial
order_items,order_id~48089,unit_price_at_sale,negative line price,initial
order_items,order_id~48236,unit_price_at_sale,negative line price,initial
order_items,order_id~48254,unit_price_at_sale,negative line price,initial
order_items,order_id~48388,unit_price_at_sale,negative line price,initial
order_items,order_id~48508,unit_price_at_sale,negative line price,initial
order_items,order_id~48673,unit_price_at_sale,negative line price,initial
order_items,order_id~48677,unit_price_at_sale,negative line price,initial
order_items,order_id~48867,unit_price_at_sale,negative line price,initial
order_items,order_id~49001,unit_price_at_sale,negative line price,initial
order_items,order_id~49001,unit_price_at_sale,negative line price,initial
order_items,order_id~49035,unit_price_at_sale,negative line price,initial
order_items,order_id~49269,unit_price_at_sale,negative line price,initial
order_items,order_id~49313,unit_price_at_sale,negative line price,initial
order_items,order_id~49381,unit_price_at_sale,negative line price,initial
order_items,order_id~49579,unit_price_at_sale,negative line price,initial
order_items,order_id~49659,unit_price_at_sale,negative line price,initial
order_items,order_id~49743,unit_price_at_sale,negative line price,initial
order_items,order_id~49852,unit_price_at_sale,negative line price,initial
order_items,order_id~50011,unit_price_at_sale,negative line price,initial
order_items,order_id~50070,unit_price_at_sale,negative line price,initial
order_items,order_id~50187,unit_price_at_sale,negative line price,initial
order_items,order_id~50207,unit_price_at_sale,negative line price,initial
order_items,order_id~50210,unit_price_at_sale,negative line price,initial
order_items,order_id~50253,unit_price_at_sale,negative line price,initial
order_items,order_id~50274,unit_price_at_sale,negative line price,initial
order_items,order_id~50352,unit_price_at_sale,negative line price,initial
order_items,order_id~50460,unit_price_at_sale,negative line price,initial
order_items,order_id~50595,unit_price_at_sale,negative line price,initial
order_items,order_id~50677,unit_price_at_sale,negative line price,initial
order_items,order_id~50764,unit_price_at_sale,negative line price,initial
order_items,order_id~50876,unit_price_at_sale,negative line price,initial
order_items,order_id~50949,unit_price_at_sale,negative line price,initial
order_items,order_id~51071,unit_price_at_sale,negative line price,initial
order_items,order_id~51133,unit_price_at_sale,negative line price,initial
order_items,order_id~51337,unit_price_at_sale,negative line price,initial
order_items,order_id~51716,unit_price_at_sale,negative line price,initial
order_items,order_id~51729,unit_price_at_sale,negative line price,initial
order_items,order_id~51851,unit_price_at_sale,negative line price,initial
order_items,order_id~51921,unit_price_at_sale,negative line price,initial
order_items,order_id~51986,unit_price_at_sale,negative line price,initial
order_items,order_id~52035,unit_price_at_sale,negative line price,initial
order_items,order_id~52076,unit_price_at_sale,negative line price,initial
order_items,order_id~52170,unit_price_at_sale,negative line price,initial
order_items,order_id~52288,unit_price_at_sale,negative line price,initial
order_items,order_id~52492,unit_price_at_sale,negative line price,initial
order_items,order_id~52589,unit_price_at_sale,negative line price,initial
order_items,order_id~52617,unit_price_at_sale,negative line price,initial
order_items,order_id~52618,unit_price_at_sale,negative line price,initial
order_items,order_id~52652,unit_price_at_sale,negative line price,initial
order_items,order_id~52668,unit_price_at_sale,negative line price,initial
order_items,order_id~52698,unit_price_at_sale,negative line price,initial
order_items,order_id~52726,unit_price_at_sale,negative line price,initial
order_items,order_id~52810,unit_price_at_sale,negative line price,initial
order_items,order_id~52924,unit_price_at_sale,negative line price,initial
order_items,order_id~53011,unit_price_at_sale,negative line price,initial
order_items,order_id~53024,unit_price_at_sale,negative line price,initial
order_items,order_id~53118,unit_price_at_sale,negative line price,initial
order_items,order_id~53147,unit_price_at_sale,negative line price,initial
order_items,order_id~53187,unit_price_at_sale,negative line price,initial
order_items,order_id~53426,unit_price_at_sale,negative line price,initial
order_items,order_id~53505,unit_price_at_sale,negative line price,initial
order_items,order_id~53518,unit_price_at_sale,negative line price,initial
order_items,order_id~53521,unit_price_at_sale,negative line price,initial
order_items,order_id~53601,unit_price_at_sale,negative line price,initial
order_items,order_id~53715,unit_price_at_sale,negative line price,initial
order_items,order_id~53763,unit_price_at_sale,negative line price,initial
order_items,order_id~53777,unit_price_at_sale,negative line price,initial
order_items,order_id~53822,unit_price_at_sale,negative line price,initial
order_items,order_id~53829,unit_price_at_sale,negative line price,initial
order_items,order_id~53875,unit_price_at_sale,negative line price,initial
order_items,order_id~54004,unit_price_at_sale,negative line price,initial
order_items,order_id~54008,unit_price_at_sale,negative line price,initial
order_items,order_id~54171,unit_price_at_sale,negative line price,initial
order_items,order_id~54226,unit_price_at_sale,negative line price,initial
order_items,order_id~54393,unit_price_at_sale,negative line price,initial
order_items,order_id~54416,unit_price_at_sale,negative line price,initial
order_items,order_id~54638,unit_price_at_sale,negative line price,initial
order_items,order_id~54683,unit_price_at_sale,negative line price,initial
order_items,order_id~54897,unit_price_at_sale,negative line price,initial
order_items,order_id~54959,unit_price_at_sale,negative line price,initial
order_items,order_id~55349,unit_price_at_sale,negative line price,initial
order_items,order_id~55528,unit_price_at_sale,negative line price,initial
order_items,order_id~55606,unit_price_at_sale,negative line price,initial
order_items,order_id~55618,unit_price_at_sale,negative line price,initial
order_items,order_id~55672,unit_price_at_sale,negative line price,initial
order_items,order_id~55793,unit_price_at_sale,negative line price,initial
order_items,order_id~56042,unit_price_at_sale,negative line price,initial
order_items,order_id~56157,unit_price_at_sale,negative line price,initial
order_items,order_id~56278,unit_price_at_sale,negative line price,initial
order_items,order_id~56422,unit_price_at_sale,negative line price,initial
order_items,order_id~56623,unit_price_at_sale,negative line price,initial
order_items,order_id~56637,unit_price_at_sale,negative line price,initial
order_items,order_id~56782,unit_price_at_sale,negative line price,initial
order_items,order_id~56849,unit_price_at_sale,negative line price,initial
order_items,order_id~56849,unit_price_at_sale,negative line price,initial
order_items,order_id~56881,unit_price_at_sale,negative line price,initial
order_items,order_id~56992,unit_price_at_sale,negative line price,initial
order_items,order_id~57134,unit_price_at_sale,negative line price,initial
order_items,order_id~57273,unit_price_at_sale,negative line price,initial
order_items,order_id~57366,unit_price_at_sale,negative line price,initial
order_items,order_id~57430,unit_price_at_sale,negative line price,initial
order_items,order_id~57458,unit_price_at_sale,negative line price,initial
order_items,order_id~57520,unit_price_at_sale,negative line price,initial
order_items,order_id~57602,unit_price_at_sale,negative line price,initial
order_items,order_id~57636,unit_price_at_sale,negative line price,initial
order_items,order_id~57669,unit_price_at_sale,negative line price,initial
order_items,order_id~57918,unit_price_at_sale,negative line price,initial
order_items,order_id~57918,unit_price_at_sale,negative line price,initial
order_items,order_id~57964,unit_price_at_sale,negative line price,initial
order_items,order_id~58023,unit_price_at_sale,negative line price,initial
order_items,order_id~58053,unit_price_at_sale,negative line price,initial
order_items,order_id~58111,unit_price_at_sale,negative line price,initial
order_items,order_id~58160,unit_price_at_sale,negative line price,initial
order_items,order_id~58238,unit_price_at_sale,negative line price,initial
order_items,order_id~58320,unit_price_at_sale,negative line price,initial
order_items,order_id~58362,unit_price_at_sale,negative line price,initial
order_items,order_id~58433,unit_price_at_sale,negative line price,initial
order_items,order_id~58845,unit_price_at_sale,negative line price,initial
order_items,order_id~58896,unit_price_at_sale,negative line price,initial
order_items,order_id~59022,unit_price_at_sale,negative line price,initial
order_items,order_id~59270,unit_price_at_sale,negative line price,initial
order_items,order_id~59296,unit_price_at_sale,negative line price,initial
order_items,order_id~59454,unit_price_at_sale,negative line price,initial
order_items,order_id~59480,unit_price_at_sale,negative line price,initial
order_items,order_id~59526,unit_price_at_sale,negative line price,initial
order_items,order_id~59587,unit_price_at_sale,negative line price,initial
order_items,order_id~59612,unit_price_at_sale,negative line price,initial
order_items,order_id~59640,unit_price_at_sale,negative line price,initial
order_items,order_id~59685,unit_price_at_sale,negative line price,initial
order_items,order_id~59785,unit_price_at_sale,negative line price,initial
order_items,order_id~59796,unit_price_at_sale,negative line price,initial
order_items,order_id~60267,unit_price_at_sale,negative line price,initial
order_items,order_id~60295,unit_price_at_sale,negative line price,initial
order_items,order_id~60553,unit_price_at_sale,negative line price,initial
order_items,order_id~60628,unit_price_at_sale,negative line price,initial
order_items,order_id~60699,unit_price_at_sale,negative line price,initial
order_items,order_id~60772,unit_price_at_sale,negative line price,initial
order_items,order_id~60774,unit_price_at_sale,negative line price,initial
order_items,order_id~60802,unit_price_at_sale,negative line price,initial
order_items,order_id~60832,unit_price_at_sale,negative line price,initial
order_items,order_id~60895,unit_price_at_sale,negative line price,initial
order_items,order_id~60899,unit_price_at_sale,negative line price,initial
order_items,order_id~60932,unit_price_at_sale,negative line price,initial
order_items,order_id~61213,unit_price_at_sale,negative line price,initial
order_items,order_id~61232,unit_price_at_sale,negative line price,initial
order_items,order_id~61273,unit_price_at_sale,negative line price,initial
order_items,order_id~61295,unit_price_at_sale,negative line price,initial
order_items,order_id~61328,unit_price_at_sale,negative line price,initial
order_items,order_id~61532,unit_price_at_sale,negative line price,initial
order_items,order_id~61595,unit_price_at_sale,negative line price,initial
order_items,order_id~61887,unit_price_at_sale,negative line price,initial
order_items,order_id~61908,unit_price_at_sale,negative line price,initial
order_items,order_id~62002,unit_price_at_sale,negative line price,initial
order_items,order_id~62072,unit_price_at_sale,negative line price,initial
order_items,order_id~62179,unit_price_at_sale,negative line price,initial
order_items,order_id~62190,unit_price_at_sale,negative line price,initial
order_items,order_id~62241,unit_price_at_sale,negative line price,initial
order_items,order_id~62258,unit_price_at_sale,negative line price,initial
order_items,order_id~62508,unit_price_at_sale,negative line price,initial
order_items,order_id~62512,unit_price_at_sale,negative line price,initial
order_items,order_id~62679,unit_price_at_sale,negative line price,initial
order_items,order_id~62723,unit_price_at_sale,negative line price,initial
order_items,order_id~62731,unit_price_at_sale,negative line price,initial
order_items,order_id~62750,unit_price_at_sale,negative line price,initial
order_items,order_id~62756,unit_price_at_sale,negative line price,initial
order_items,order_id~62761,unit_price_at_sale,negative line price,initial
order_items,order_id~62887,unit_price_at_sale,negative line price,initial
order_items,order_id~62968,unit_price_at_sale,negative line price,initial
order_items,order_id~62978,unit_price_at_sale,negative line price,initial
order_items,order_id~63002,unit_price_at_sale,negative line price,initial
order_items,order_id~63092,unit_price_at_sale,negative line price,initial
order_items,order_id~63133,unit_price_at_sale,negative line price,initial
order_items,order_id~63208,unit_price_at_sale,negative line price,initial
order_items,order_id~63642,unit_price_at_sale,negative line price,initial
order_items,order_id~63886,unit_price_at_sale,negative line price,initial
order_items,order_id~64076,unit_price_at_sale,negative line price,initial
order_items,order_id~64177,unit_price_at_sale,negative line price,initial
order_items,order_id~64203,unit_price_at_sale,negative line price,initial
order_items,order_id~64214,unit_price_at_sale,negative line price,initial
order_items,order_id~64445,unit_price_at_sale,negative line price,initial
order_items,order_id~64522,unit_price_at_sale,negative line price,initial
order_items,order_id~64576,unit_price_at_sale,negative line price,initial
order_items,order_id~64622,unit_price_at_sale,negative line price,initial
order_items,order_id~64697,unit_price_at_sale,negative line price,initial
order_items,order_id~64788,unit_price_at_sale,negative line price,initial
order_items,order_id~64923,unit_price_at_sale,negative line price,initial
order_items,order_id~64966,unit_price_at_sale,negative line price,initial
order_items,order_id~65051,unit_price_at_sale,negative line price,initial
order_items,order_id~65096,unit_price_at_sale,negative line price,initial
order_items,order_id~65147,unit_price_at_sale,negative line price,initial
order_items,order_id~65287,unit_price_at_sale,negative line price,initial
order_items,order_id~65363,unit_price_at_sale,negative line price,initial
order_items,order_id~65379,unit_price_at_sale,negative line price,initial
order_items,order_id~65445,unit_price_at_sale,negative line price,initial
